28/12/2015,03:52,27.7,86.12,4.2,Dolakha,NSC,
23/12/2015,08:59,27.79,86.08,4.1,Dolakha,NSC,
13/12/2015,08:45,28.04,85.02,4.1,Dhading,NSC,
07/12/2015,07:27,27.86,86.19,4,Dolakha,NSC,
30/11/2015,06:10,27.78,85.39,4.1,Kathmandu,NSC,
25/11/2015,00:42,27.87,85.77,4.1,Sindhupalchowk,NSC,
24/11/2015,18:09,28.15,84.81,4.4,Gorkha,NSC,
24/11/2015,17:00,27.87,85.29,4,Nuwakot,NSC,
19/11/2015,17:44,27.77,85.88,4,Sindhupalchok,NSC,
19/11/2015,10:00,27.89,85.75,5.3,Sindupalchok,NSC,
17/11/2015,18:55,28.02,85.28,4.3,Rasuwa,NSC,
12/11/2015,15.45,27.99,85.65,4.2,Sindupalchok,NSC,
31/10/2015,09:28,28.03,85.23,4.3,Rasuwa,NSC,
17/10/2015,23:46,27.8,86.3,4.2,Dolakha,NSC,
16/10/2015,14:28,27.71,86.16,4.2,Dolakha,NSC,
08/10/2015,21:58,27.96,85.54,4.1,Sindupalchowk,NSC,
08/10/2015,13:00,27.57,85.31,4,Lalitpur,NSC,
07/10/2015,05:15,27.68,86.08,4.2,Dolakha,NSC,
06/10/2015,17:47,27.69,86.09,4.2,Dolakha,NSC,
05/10/2015,13:21,27.71,86.1,4.2,Dolakha,NSC,
05/10/2015,13:18,27.71,86.15,4.8,Dolakha,NSC,
29/09/2015,16:39,27.77,85.87,4.6,Sindhupalchowk,NSC,
22/09/2015,12:17,27.74,85.07,4.5,Dhading,NSC,
20/09/2015,04:05,27.76,86.37,4,Dolakha,NSC,
16/09/2015,20:37,27.6,86.19,4.2,Dolakha,NSC,
09/09/2015,18:23,27.82,86.24,4,Dolakha,NSC,
03/09/2015,05:10,27.75,86.01,4.3,Sindhupalchowk,NSC,
02/09/2015,04:51,27.64,86.19,4.4,Dolakha,NSC,
31/08/2015,23:33,27.92,85.69,4.2,Sindhupalchowk,NSC,
30/08/2015,19:02,27.72,85.75,5,Sindhupalchowk,NSC,
30/08/2015,08:26,27.66,86.23,4.1,Dolakha,NSC,
30/08/2015,03:09,27.92,84.94,4.3,Dhading,NSC,
27/08/2015,06:07,28.12,84.89,4.1,Gorkha,NSC,
27/08/2015,00:51,27.85,85.74,4.2,Sindhupalchowk,NSC,
25/08/2015,15:08,27.68,86.22,4,Dolakha,NSC,
23/08/2015,14:47,27.87,86.17,5.1,Dolakha,NSC,
21/08/2015,12:21,27.96,85.48,4,Nuwakot,NSC,
20/08/2015,11:47,28,85.29,4.6,Rasuwa,NSC,
18/08/2015,04:08,27.93,86.14,4.8,Dolakha,NSC,
15/08/2015,23:56,27.71,86.05,4.8,Dolakha,NSC,
15/08/2015,10:10,27.87,86.08,4.1,Dolakha,NSC,
14/08/2015,18:47,27.59,85.97,4.3,Dolakha,NSC,
13/08/2015,01:49,27.72,85.2,4,Kathmandu,NSC,
11/08/2015,10:42,27.7,85.29,4.3,Kathmandu,NSC,
10/08/2015,04:15,28.14,84.72,4.9,Gorkha,NSC,
09/08/2015,07:55,27.94,85.52,4.1,Sindupalchok,NSC,
08/08/2015,21:25,27.69,86.26,4.1,Dolakha,NSC,
08/08/2015,06:24,27.77,85.7,4,Sindupalchok,NSC,
07/08/2015,11:57,27.5,85.5,4.4,Kavre,NSC,
06/08/2015,20:36,27.86,85.76,4.1,Sindupalchok,NSC,
05/08/2015,17:38,27.63,86.07,4.1,Dolakha,NSC,
05/08/2015,13:59,27.64,86.07,4.3,Dolakha,NSC,
01/08/2015,07:22,27.81,85.71,4.2,Sindupalchok,NSC,
30/07/2015,20:18,27.66,86.09,4.5,Dolakha,NSC/RSC,
28/07/2015,21:23,27.59,86.17,4.1,Dolakha,NSC,
28/07/2015,18:38,27.68,86.04,4,Dolakha,NSC,
28/07/2015,09:21,27.8,85.75,4.1,Sindupalchok,NSC,
27/07/2015,18:23,27.94,85.48,4.2,Nuwakot,NSC,
26/07/2015,10:03,27.85,85.75,4,Sindupalchok,NSC,
26/07/2015,09:30,27.68,86.22,4.1,Dolakha,NSC,
25/07/2015,20:04,27.66,86,4.5,Dolakha,NSC,
25/07/2015,00:05,27.61,86.28,4.3,Dolakha,NSC,
22/07/2015,22:14,27.7,85.32,4.6,Kathmandu,NSC/RSC,
21/07/2015,08:09,27.86,86.39,4.3,Dolakha,NSC,
17/07/2015,05:09,28.18,84.74,4,Gorkha,NSC,
13/07/2015,17:39,27.63,86.09,4.2,Dolakha,NSC,
13/07/2015,16:01,28.06,85.34,4,Rasuwa,NSC,
11/07/2015,02:28,27.8,86.23,4.4,Dolakha,NSC,
09/07/2015,17:59,27.89,85.73,4.4,Sindupalchok,NSC,
08/07/2015,10:19,27.6,86.23,4.1,Dolakha,NSC,
08/07/2015,09:55,27.92,85.68,4.2,Sindhupalchok,NSC,
06/07/2015,21:14,27.96,85.75,4.4,Sindhupalchok,NSC,
06/07/2015,10:48,27.69,86.2,4.3,Dolakha,NSC,
05/07/2015,10:07,27.67,86.2,4.2,Dolakha,NSC,
05/07/2015,01:27,27.86,85.87,4.4,Sindupalchok,NSC,
04/07/2015,01:49,27.73,85,4.6,Dhading,NSC,
02/07/2015,07:41,27.97,85.62,5,Sindhupalchowk,NSC,
02/07/2015,05:26,27.67,85.54,4.1,Kavre,NSC,
01/07/2015,15:34,28.06,85.14,4,Nuwakot,NSC,
01/07/2015,09:12,27.71,86.12,4,Dolakha,NSC,
01/07/2015,03:33,27.8,85.74,4,Sindhupalchowk,NSC,
30/06/2015,03:31,27.55,85.79,4.4,Kavre,NSC,
29/06/2015,23:34,27:93,85:64,4,Sindhupalchowk,NSC,
29/06/2015,23:27,27.92,85.68,4.1,Sindhupalchowk,NSC,
29/06/2015,05:42,27.35,86.2,5,Ramechhap,NSC,
28/06/2015,22:01,27.92,85.66,4.3,Sindhupalchok,NSC,
26/06/2015,18:02,27.74,86.28,4.2,Dolakha,NSC,
26/06/2015,14:45,27.58,85.39,4.1,Lalitpur,NSC,
25/06/2015,23:51,27.94,85.49,4.2,Sindhupalchok,NSC,
25/06/2015,23:49,27.66,86.21,4.1,Dolakha,NSC,
25/06/2015,21:07,27.78,85.17,4.3,Nuwakot,NSC,
24/06/2015,14:59,27.85,85.75,4,Sindhupalchowk,NSC,
22/06/2015,13:19,27.67,86.17,4,Dolakha,NSC,
21/06/2015,19:26,27.8,86,4.3,Sindupalchok,NSC,
20/06/2015,02:40,28.17,84.94,4.2,Gorkha,NSC,
19/06/2015,13:50,28.26,84.92,4,Gorkha,NSC,
18/06/2015,08:24,28.14,85.11,4.1,Dhading,NSC,
17/06/2015,08:00,28.27,85.94,5.1,Tibet,NSC,
17/06/2015,06:26,27.9,85.58,4,Sindhupalchok,NSC,
17/06/2015,06:14,27.91,85.59,5.2,Sindhupalchok,NSC,
17/06/2015,05:58,27.68,85.28,4.4,Kathmandu,NSC,
16/06/2015,21:56,27.7,86.16,4.1,Dolakha,NSC,
15/06/2015,15:52,27.87,85.72,4.1,Sindhupalchowk,NSC,
14/06/2015,15:01,27.74,86.26,4.1,Dolakha,NSC,
14/06/2015,05:59,27.8,85.15,4.2,Nuwakot,NSC,
13/06/2015,07:03,27.73,86.16,5.2,Dolakha,NSC,
12/06/2015,10:19,27.67,86.09,4.4,Dolakha,NSC,
12/06/2015,01:22,28.21,84.81,4.6,Gorkha,NSC,
11/06/2015,21:57,27.96,85.73,5.3,Sindhupalchowk,NSC,
11/06/2015,10:02,27.8,85.78,4.6,Sindhupalchowk,NSC,
11/06/2015,00:26,27.67,86.07,4,Dolakha,NSC,
10/06/2015,14:51,27.62,86.1,4.2,Dolakha,NSC,
10/06/2015,13:36,27.8,85.61,4.3,Sindhupalchowk,NSC,
10/06/2015,02:50,27.87,85.81,4.1,Sindhupalchowk,NSC,
07/06/2015,22:35,27.87,86.13,4.1,Dolakha,NSC,
07/06/2015,11:02,27.9,85.64,4.6,Sindhupalchowk,NSC,
06/06/2015,22:45,27.58,86.18,4,Dolakha,NSC,
06/06/2015,02:33,28.26,85.86,4.2,Tibet,NSC,
05/06/2015,14:16,27.7,85.22,4,Kathmandu,NSC,
05/06/2015,10:02,27.79,85.78,4.1,Sindhupalchowk,NSC,
04/06/2015,16:15,27.76,86.2,4,Dolakha,NSC,
03/06/2015,17:38,27.7,86.26,4.5,Dolakha,NSC,
03/06/2015,14:39,27.76,86.07,4.2,Dolakha,NSC,
03/06/2015,13:37,27.79,85.87,4.5,Sindhupalchowk,NSC,
03/06/2015,02:45,27.84,85.78,4.1,Sindhupalchowk,NSC,
02/06/2015,10:48,27.78,86.2,4,Dolakha,NSC,
01/06/2015,04:35,27.98,85.51,4,Sindhupalchowk,NSC,
31/05/2015,13:54,28.29,84.46,4.2,Lamjung,NSC,
30/05/2015,22:13,27.79,85.17,4.5,Nuwakot,NSC,
30/05/2015,20:35,28.01,85.19,4,Rasuwa,NSC,
30/05/2015,01:52,27.75,85.21,4,Dhading,NSC,
29/05/2015,15:44,28,84.98,5.2,Dhading,NSC,
29/05/2015,12:30,28.01,84.84,4.8,Dhading,NSC,
29/05/2015,08:30,28.17,84.72,4,Gorkha,NSC,
29/05/2015,05:20,28.07,84.94,4.2,Dhading,NSC,
29/05/2015,00:37,27.82,86.34,4.2,Dolakha,NSC,
28/05/2015,22:16,27.94,85.54,4,Sindhupalchowk,NSC,
28/05/2015,12:14,27.59,86.16,4.1,Dolakha,NSC,
28/05/2015,11:36,27.59,86.19,4.2,Dolakha,NSC,
28/05/2015,05:29,27.77,86.25,4.2,Dolakha,NSC,
28/05/2015,05:12,27.64,85.31,4,Kathmandu,NSC,
28/05/2015,03:40,27.95,84.8,4,Dhading,NSC,
28/05/2015,03:07,27.99,84.79,4,Dhading,NSC,
27/05/2015,22:29,28.04,85.13,4.2,Nuwakot,NSC,
27/05/2015,13:16,27.89,85.53,4.6,Sindhupalchowk,NSC,
27/05/2015,13:15,27.91,85.53,4.5,Sindhupalchowk,NSC,
27/05/2015,12:03,27.59,86.2,4.2,Dolakha,NSC,
26/05/2015,22:52,28.02,85.26,5,Rasuwa,NSC,
26/05/2015,20:00,27.54,85.43,4.3,Lalitpur,NSC,
26/05/2015,18:39,27.71,86.05,4.1,Dolakha,NSC,
26/05/2015,17:48,27.63,86.3,4.1,Dolakha,NSC,
26/05/2015,14:11,27.84,86.24,4.3,Dolakha,NSC,
25/05/2015,22:16,27.74,86.19,4.4,Dolakha,NSC,
25/05/2015,11:00,27.71,86.07,4.1,Dolakha,NSC,
25/05/2015,03:23,28.01,84.68,5,Gorkha,NSC,
24/05/2015,23:15,27.76,86.26,4.3,Dolakha,NSC,
24/05/2015,12:55,27.8,86.29,4.4,Dolakha,NSC,
24/05/2015,11:46,27.84,86,4.2,Sindhupalchowk,NSC,
24/05/2015,10:38,27.76,86.28,4.4,Dolakha,NSC,
24/05/2015,07:06,27.67,86.18,4.2,Dolakha,NSC,
23/05/2015,22:26,27.9,85.51,4.4,Sindhupalchok,NSC,
23/05/2015,13:14,27.74,86.2,4.2,Dolakha,NSC,
22/05/2015,20:44,27.69,86.16,4.1,Dolakha,NSC,
22/05/2015,18:49,27.78,85.93,4,Sindhupalchowk,NSC,
22/05/2015,17:30,27.63,86.25,4.1,Dolakha,NSC,
22/05/2015,16:44,28.05,85.08,4.8,Nuwakot,NSC,
22/05/2015,14:45,27.79,85.14,4.2,Nuwakot,NSC,
21/05/2015,19:30,28.02,84.98,4,Dhading,NSC,
21/05/2015,14:56,27.93,85.46,4,Nuwakot,NSC,
21/05/2015,14:11,27.85,86.32,4.2,Dolakha,NSC,
20/05/2015,14:47,27.52,85.26,4.4,Lalitput,NSC,
20/05/2015,11:10,27.84,86.33,4.2,Dolakha,NSC,
19/05/2015,16:44,27.92,86.04,4.2,Sindhupalchowk,NSC,
19/05/2015,11:29,27.9,85.99,4,Sindhupalchowk,NSC,
19/05/2015,04:34,27.66,86.03,4.3,Dolakha,NSC,
18/05/2015,18:27,28.11,84.88,4.1,Dhading,NSC,
18/05/2015,11:24,27.69,86.26,4,Dolakha,NSC,
18/05/2015,09:11,27.71,86.07,4.2,Dolakha,NSC,
17/05/2015,20:40,27.84,86.24,4.4,Dolakha,NSC,
17/05/2015,11:30,27.48,85.87,4.6,Ramechhap,NSC,
17/05/2015,05:00,27.73,86.06,4.4,Dolakha,NSC,
16/05/2015,20:44,27.64,86.14,4.3,Dolakha,NSC,
16/05/2015,17:19,27.6,86.26,5.5,Dolakha,NSC,
16/05/2015,09:35,27.45,85.31,4.2,Lalitpur,NSC,
16/05/2015,09:24,27.7,85.85,4.2,Sindhupalchowk,NSC,
16/05/2015,06:31,28.13,84.89,4,Gorkha,NSC,
16/05/2015,06:11,27.97,85.48,4,Nuwakot,NSC,
16/05/2015,04:38,27.66,86.09,4.1,Dolakha,NSC,
16/05/2015,04:28,27.65,86.12,4.1,Dolakha,NSC,
16/05/2015,02:15,28.07,84.7,4,Gorkha,NSC,
15/05/2015,22:58,27.74,86.17,4,Dolakha,NSC,
15/05/2015,15:09,27.61,86.2,4.5,Dolakha,NSC,
15/05/2015,10:51,27.92,84.84,4,Dhading,NSC,
15/05/2015,07:27,27.93,84.84,5.5,Dhading,NSC,
15/05/2015,04:06,27.69,86.08,4.3,Dolakha,NSC,
15/05/2015,03:38,27.63,86.25,4.1,Dolakha,NSC,
14/05/2015,21:40,27.84,85.84,4,Sindhupalchowk,NSC,
14/05/2015,20:50,27.71,86.04,4,Dolakha,NSC,
14/05/2015,20:21,28.06,85.35,4.5,Rasuwa,NSC,
14/05/2015,19:43,27.75,86.14,4,Dolakha,NSC,
14/05/2015,15:20,27.62,86.09,4.2,Dolakha,NSC,
14/05/2015,09:06,27.83,86.15,4.5,Dolakha,NSC,
14/05/2015,08:52,27.8,85.82,4,Sindupalchok,NSC,
14/05/2015,03:23,27.67,86.08,5,Dolakha,NSC,
14/05/2015,03:13,27.66,86.07,4.1,Dolakha,NSC,
14/05/2015,00:16,27.92,86.31,4.3,Dolakha,NSC,
13/05/2015,21:36,27.7,86.15,4.1,Dolakha,NSC,
13/05/2015,21:21,27.64,85.7,4,Kavrepalanchok,NSC,
13/05/2015,16:44,27.63,86.17,4.5,Dolakha,NSC,
13/05/2015,15:37,27.85,86.29,4,Dolakha,NSC,
13/05/2015,14:30,27.6,86.16,4.3,Dolakha,NSC,
13/05/2015,12:38,27.68,86.17,5.1,Dolakha,NSC,
13/05/2015,12:34,27.84,86.25,4.6,Dolakha,NSC,
13/05/2015,12:22,27.79,86.07,4.8,Dolakha,NSC,
13/05/2015,12:11,27.69,86.11,4.7,Sindhupalchok,NSC,
13/05/2015,10:33,27.79,86.19,4.6,Dolakha,NSC,
13/05/2015,08:28,27.75,86.25,4.4,Dolakha,NSC,
13/05/2015,08:08,27.65,86.18,4.4,Dolakha,NSC,
13/05/2015,04:38,27.82,86.47,4.3,Dolakha,NSC,
13/05/2015,03:42,27.85,85.92,4.2,Sindhupalchok,NSC,
13/05/2015,03:10,27.91,84.82,5.9,Dhading,NSC,
13/05/2015,02:07,27.68,85.3,4.2,Kathmandu,NSC,
12/05/2015,23:13,27.58,86.41,4.3,Ramechhap,NSC,
12/05/2015,22:17,27.68,86.04,4.2,Dolakha,NSC,
12/05/2015,21:13,27.97,86.45,4.8,Tibet,NSC,
12/05/2015,20:44,28.03,86.36,4.1,Tibet,NSC,
12/05/2015,19:42,27.84,86.23,4.4,Dolakha,NSC,
12/05/2015,19:28,27.78,85.85,4.3,Sindhupalchok,NSC,
12/05/2015,18:53,27.72,85.97,4,Dolakha,NSC,
12/05/2015,18:47,27.89,85.88,4.4,Sindhupalchok,NSC,
12/05/2015,18:13,27.7,86.04,4.7,Dolakha,NSC,
12/05/2015,17:43,27.71,86,4.3,Dolakha,NSC,
12/05/2015,17:06,27.72,86.2,4.6,Dolakha,NSC,
12/05/2015,16:51,27.62,86.16,4.7,Dolakha,NSC,
12/05/2015,16:26,27.76,86.24,4.4,Dolakha,NSC,
12/05/2015,16:20,27.73,86.11,5,Dolakha,NSC,
12/05/2015,16:16,27.69,86.05,4.2,Dolakha,NSC,
12/05/2015,16:00,27.57,86.29,4.8,Ramechhap,NSC,
12/05/2015,15:49,27.68,86.03,4.4,Dolakha,NSC,
12/05/2015,15:29,27.8,85.95,4.2,Sindhupalchok,NSC,
12/05/2015,15:14,27.7,86.01,4.2,Dolakha,NSC,
12/05/2015,14:47,27.8,86.12,4.7,Dolakha,NSC,
12/05/2015,14:44,27.76,86.31,5.3,Dolakha,NSC,
12/05/2015,14:24,27.69,86.21,4.7,Dolakha,NSC,
12/05/2015,14:20,27.68,86.23,4.7,Dolakha,NSC,
12/05/2015,14:19,27.88,85.94,4.8,Sindhupalchok,NSC,
12/05/2015,14:09,27.79,86.11,5,Dolakha,NSC,
12/05/2015,14:06,27.66,86.17,5.2,Dolakha,NSC,
12/05/2015,13:58,27.8,85.83,5.3,Sindhupalchok,NSC,
12/05/2015,13:51,27.8,85.94,5.1,Sindhupalchok,NSC,
12/05/2015,13:46,27.68,86.04,4.3,Dolakha,NSC,
12/05/2015,13:33,27.63,86.17,4.8,Dolakha,NSC,
12/05/2015,13:28,27.69,86.24,5,Dolakha,NSC,
12/05/2015,13:21,27.73,86.21,6.2,Dolakha,NSC/RSC,
12/05/2015,13:02,27.84,86.17,5.8,Dolakha,NSC,
12/05/2015,12:50,27.82,86.12,6.8,Dolakha,NSC/RSC,
12/05/2015,02:08,28.16,84.9,4.1,Gorkha,NSC,
12/05/2015,00:07,28.1,84.91,4,Dhading,NSC,
11/05/2015,23:54,27.91,85.75,4,Sindhupalchowk,NSC,
11/05/2015,20:35,27.99,85.86,4.2,Sindhupalchowk,NSC,
10/05/2015,11:08,28.02,85.25,4,Rasuwa,NSC,
10/05/2015,06:34,27.88,86,4.4,Sindhupalchowk,NSC,
10/05/2015,01:50,28.04,85.96,4.2,Tibet,NSC,
09/05/2015,03:08,28.04,85.2,4.1,Rasuwa,NSC,
08/05/2015,15:05,28.01,85.41,4.2,Nuwakot,NSC,
08/05/2015,13:32,27.77,85.88,4.8,Sindhupalchowk,NSC,
08/05/2015,08:19,27.75,85.91,4.2,Sindhupalchowk,NSC,
08/05/2015,06:17,27.69,86.04,5,Dolakha,NSC,
08/05/2015,02:19,27.94,85.58,4,Sindhupalchowk,NSC,
07/05/2015,22:15,27.92,85.46,4,Nuwakot,NSC,
07/05/2015,07:56,27.79,85.16,4,Nuwakot,NSC,
07/05/2015,03:41,27.75,85.19,4.2,Nuwakot,NSC,
06/05/2015,22:19,28.04,85.26,4,Rasuwa,NSC,
06/05/2015,18:02,28.01,84.68,4.2,Gorkha,NSC,
05/05/2015,17:00,27.96,86,4.2,Sindhupalchowk,NSC,
05/05/2015,16:23,27.74,86.03,4.3,Dolakha,NSC,
05/05/2015,06:39,28.06,85.05,4,Dhading,NSC,
04/05/2015,18:02,27.74,86,4.2,Dolakha,NSC,
04/05/2015,15:40,27.95,85.86,4.4,Sindhupalchowk,NSC,
04/05/2015,14:34,27.79,86.23,4.7,Dolakha,NSC,
04/05/2015,13:17,28.12,84.8,4,Gorkha,NSC,
04/05/2015,10:36,27.8,85.16,4.1,Nuwakot,NSC,
04/05/2015,10:33,27.79,85.16,4,Nuwakot,NSC,
04/05/2015,09:54,27.97,85.21,4.2,Nuwakot,NSC,
04/05/2015,07:00,27.69,85.99,4.3,Dolakha,NSC,
04/05/2015,04:59,27.75,85.87,4.2,Sindhupalchowk,NSC,
03/05/2015,22:39,28.05,84.94,4,Dhading,NSC,
03/05/2015,20:27,28.09,85.72,4.2,Sindhupalchowk,NSC,
03/05/2015,18:58,27.89,85.73,4,Sindhupalchowk,NSC,
03/05/2015,17:20,27.8,85.11,4.9,Nuwakot,NSC,
03/05/2015,10:46,27.94,84.83,4.5,Dhading,NSC,
03/05/2015,08:00,27.98,84.87,4.1,Dhading,NSC,
03/05/2015,05:47,28.08,85.04,4,Gorkha,NSC,
03/05/2015,03:29,27.69,85.93,4.5,Sindhupalchowk,NSC,
02/05/2015,21:01,27.66,86.01,4.1,Dolakha,NSC,
02/05/2015,11:20,28.24,84.76,5.1,Gorkha,NSC,
02/05/2015,11:13,27.72,85.74,4,Sindhupalchowk,NSC,
02/05/2015,09:32,27.93,85.5,4.2,Sindhupalchowk,NSC,
02/05/2015,05:55,27.74,86.28,4.3,Dolakha,NSC,
02/05/2015,03:55,27.95,85.73,4.2,Sindhupalchowk,NSC,
01/05/2015,23:59,28.04,85.32,4,Rasuwa,NSC,
01/05/2015,20:27,27.88,85.87,4.2,Sindhupalchowk,NSC,
01/05/2015,17:37,27.74,85.99,4,Dolakha,NSC,
01/05/2015,11:28,28.04,85.33,4.5,Rasuwa,NSC,
01/05/2015,10:35,27.75,85.95,4,Sindhupalchowk,NSC,
01/05/2015,02:56,27.68,85.3,4,Kathmandu,NSC,
01/05/2015,00:58,27.7,85.98,4.2,Dolakha,NSC,
30/04/2015,23:19,27.92,85.87,4.3,Sindhupalchowk,NSC,
30/04/2015,13:29,27.65,86.09,4.1,Dolakha,NSC,
30/04/2015,08:31,28.05,85.34,4.7,Rasuwa,NSC,
30/04/2015,06:22,27.93,84.83,4.7,Dhading,NSC,
29/04/2015,23:01,28.19,84.8,4.4,Gorkha,NSC,
29/04/2015,17:12,27.95,85.52,4.5,Sindhupalchowk,NSC,
29/04/2015,15:24,27.86,84.89,4.5,Dhading,NSC,
29/04/2015,13:17,28.04,85.37,4,Nuwakot,NSC,
29/04/2015,05:54,27.79,85.14,4.2,Nuwakot,NSC,
29/04/2015,04:49,27.93,85.63,4,Sindhupalchowk,NSC,
28/04/2015,22:07,28.2,84.78,4,Gorkha,NSC,
28/04/2015,17:03,27.88,85.88,4.2,Sindhupalchowk,NSC,
28/04/2015,16:44,27.78,85.17,4,Nuwakot,NSC,
28/04/2015,15:10,27.83,85.83,4,Sindhupalchowk,NSC,
28/04/2015,12:08,27.96,85.55,4,Sindhupalchowk,NSC,
28/04/2015,08:40,27.76,85.8,4,Sindhupalchowk,NSC,
28/04/2015,07:45,27.81,86.09,4.2,Dolakha,NSC,
28/04/2015,05:05,28.1,85.49,4.9,Sindhupalchok,NSC,
28/04/2015,04:11,28.1,84.65,4.2,Gorkha,NSC,
28/04/2015,03:12,27.89,85.76,4.2,Sindhupalchowk,NSC,
28/04/2015,02:59,27.92,85.51,4.2,Sindhupalchowk,NSC,
28/04/2015,00:44,28.29,84.93,4.8,Gorkha,NSC,
27/04/2015,23:30,28.19,85.03,4,Dhading,NSC,
27/04/2015,22:39,27.82,85.89,4.2,Sindhupalchowk,NSC,
27/04/2015,21:36,27.67,85.29,4.5,Kathmandu,NSC,
27/04/2015,15:17,27.8,85.12,4,Nuwakot,NSC,
27/04/2015,10:05,27.93,85.86,4,Sindhupalchowk,NSC,
27/04/2015,09:59,28.24,85.23,4.3,Rasuwa,NSC,
27/04/2015,08:18,27.67,85.55,4.2,Kavrepalanchowk,NSC,
27/04/2015,06:24,27.77,85.12,4.7,Nuwakot,NSC,
27/04/2015,04:27,27.82,85.76,4.4,Sindhupalchowk,NSC,
27/04/2015,04:17,27.57,85.74,4.5,Kavrepalanchowk,NSC,
27/04/2015,04:15,27.56,85.73,4.2,Kavrepalanchowk,NSC,
27/04/2015,03:37,27.75,85.2,4.1,Kathmandu,NSC,
27/04/2015,00:39,28.26,85.1,4.5,Rasuwa,NSC,
26/04/2015,23:51,27.91,85.55,4.2,Sindhupalchowk,NSC,
26/04/2015,22:42,27.83,86.06,4,Dolakha,NSC,
26/04/2015,22:10,27.95,85.87,5.3,Sindhupalchowk,NSC,
26/04/2015,22:08,27.67,85.3,4,Kathmandu,NSC,
